300 44850
1 219 410
1 220 560
1 221 380
1 222 328
1 223 458
1 224 578
1 225 371
1 226 420
1 227 296
1 228 417
1 229 423
1 230 563
1 231 517
1 232 460
1 233 612
1 234 233
1 235 546
1 236 353
1 237 294
1 238 25
1 239 533
1 240 316
1 241 584
1 242 255
1 243 313
1 244 383
1 245 315
1 246 435
1 247 547
1 248 432
1 249 330
1 250 286
1 251 353
1 252 210
1 253 465
1 254 294
1 255 331
1 256 270
1 257 593
1 258 324
1 259 455
1 260 521
1 261 69
1 262 79
1 263 62
1 264 457
1 265 207
1 266 506
1 267 445
1 268 549
1 269 559
1 270 342
1 271 165
1 272 490
1 273 412
1 274 190
1 275 344
1 276 277
1 277 548
1 278 359
1 279 261
1 280 371
1 281 223
1 282 109
1 283 330
1 284 101
1 285 406
1 286 648
1 287 252
1 288 484
1 289 476
1 290 436
1 291 311
1 292 425
1 293 473
1 294 98
1 295 597
1 296 398
1 297 269
1 298 340
1 299 462
1 300 221
2 3 112
2 4 106
2 5 375
2 6 17
2 7 102
2 8 293
2 9 100
2 10 180
2 11 383
2 12 220
2 13 76
2 14 60
2 15 198
2 16 157
2 17 66
2 18 225
2 19 220
2 20 277
2 21 355
2 22 331
2 23 327
2 24 51
2 25 77
2 26 300
2 27 424
2 28 377
2 29 299
2 30 307
2 31 319
2 32 371
2 33 159
2 34 114
2 35 145
2 36 234
2 37 79
2 38 10
2 39 353
2 40 141
2 41 185
2 42 373
2 43 204
2 44 67
2 45 242
2 46 208
2 47 376
2 48 318
2 49 387
2 50 87
2 51 341
2 52 315
2 53 248
2 54 301
2 55 198
2 56 213
2 57 285
2 58 119
2 59 170
2 60 273
2 61 367
2 62 254
2 63 207
2 64 322
2 65 149
2 66 175
2 67 248
2 68 138
2 69 242
2 70 152
2 71 110
2 72 260
2 73 359
2 74 242
2 75 334
2 76 21
2 77 270
2 78 392
2 79 170
2 80 218
2 81 208
2 82 385
2 83 328
2 84 419
2 85 259
2 86 148
2 87 120
2 88 277
2 89 250
2 90 214
2 91 357
2 92 513
2 93 345
2 94 134
2 95 135
2 96 278
2 97 204
2 98 149
2 99 318
2 100 243
2 101 239
2 102 313
2 103 398
2 104 467
2 105 303
2 106 306
2 107 340
2 108 287
2 109 385
2 110 285
2 111 142
2 112 178
2 113 250
2 114 331
2 115 197
2 116 85
2 117 382
2 118 302
2 119 226
2 120 343
2 121 398
2 122 227
2 123 111
2 124 382
2 125 292
2 126 415
2 127 352
2 128 265
2 129 515
2 130 393
2 131 283
2 132 142
2 133 234
2 134 301
2 135 379
2 136 221
2 137 53
2 138 314
2 139 357
2 140 322
2 141 209
2 142 191
2 143 68
2 144 479
2 145 403
2 146 382
2 147 304
2 148 483
2 149 253
2 150 268
2 151 51
2 152 117
2 153 386
2 154 152
2 155 380
2 156 311
2 157 275
2 158 283
2 159 306
2 160 312
2 161 126
2 162 437
2 163 241
2 164 290
2 165 126
2 166 203
2 167 198
2 168 277
2 169 350
2 170 190
2 171 152
2 172 354
2 173 405
2 174 229
2 175 259
2 176 390
2 177 134
2 178 388
2 179 386
2 180 233
2 181 437
2 182 357
2 183 141
2 184 395
2 185 370
2 186 124
2 187 428
2 188 275
2 189 299
2 190 376
2 191 229
2 192 168
2 193 109
2 194 277
2 195 146
2 196 104
2 197 246
2 198 334
2 199 106
2 200 88
2 201 270
2 202 304
2 203 290
2 204 57
2 205 250
2 206 220
2 207 343
2 208 322
2 209 181
2 210 419
2 211 202
2 212 130
2 213 68
2 214 31
2 215 479
2 216 328
2 217 224
2 218 283
2 219 325
2 220 431
2 221 349
2 222 81
2 223 318
2 224 350
2 225 113
2 226 405
2 227 247
2 228 66
2 229 211
2 230 417
2 231 354
2 232 52
2 233 416
2 234 384
2 235 377
2 236 156
2 237 114
2 238 385
2 239 457
2 240 264
2 241 321
2 242 221
2 243 154
2 244 175
2 245 109
2 246 236
2 247 400
2 248 166
2 249 407
2 250 197
2 251 117
2 252 379
2 253 357
2 254 325
2 255 125
2 256 254
2 257 249
2 258 260
2 259 450
2 260 137
2 261 369
2 262 361
2 263 345
2 264 49
2 265 377
2 266 312
2 267 145
2 268 489
2 269 237
2 270 67
2 271 246
2 272 102
2 273 72
2 274 283
2 275 243
2 276 141
2 277 310
2 278 231
2 279 278
2 280 152
2 281 236
2 282 360
2 283 79
2 284 352
2 285 285
2 286 385
2 287 198
2 288 382
2 289 470
2 290 77
2 291 208
2 292 425
2 293 95
2 294 309
2 295 408
2 296 187
2 297 159
2 298 362
2 299 242
2 300 186
3 4 213
3 5 331
3 6 102
3 7 166
3 8 287
3 9 204
3 10 167
3 11 271
3 12 150
3 13 74
3 14 74
3 15 289
3 16 177
3 17 105
3 18 279
3 19 324
3 20 190
3 21 320
3 22 222
3 23 326
3 24 130
3 25 139
3 26 284
3 27 487
3 28 364
3 29 187
3 30 339
3 31 213
3 32 322
3 33 53
3 34 78
3 35 68
3 36 176
3 37 33
3 38 104
3 39 366
3 40 175
3 41 163
3 42 420
3 43 218
3 44 153
3 45 319
3 46 203
3 47 264
3 48 257
3 49 326
3 50 159
3 51 237
3 52 305
3 53 339
3 54 195
3 55 304
3 56 117
3 57 368
3 58 113
3 59 237
3 60 275
3 61 306
3 62 351
3 63 318
3 64 254
3 65 118
3 66 152
3 67 336
3 68 248
3 69 270
3 70 58
3 71 177
3 72 366
3 73 248
3 74 139
3 75 255
3 76 119
3 77 158
3 78 423
3 79 58
3 80 237
3 81 297
3 82 277
3 83 278
3 84 364
3 85 333
3 86 39
3 87 79
3 88 165
3 89 359
3 90 103
3 91 267
3 92 452
3 93 333
3 94 240
3 95 103
3 96 372
3 97 105
3 98 163
3 99 252
3 100 225
3 101 347
3 102 204
3 103 319
3 104 405
3 105 225
3 106 197
3 107 247
3 108 231
3 109 434
3 110 271
3 111 31
3 112 66
3 113 358
3 114 418
3 115 85
3 116 81
3 117 271
3 118 391
3 119 310
3 120 307
3 121 295
3 122 284
3 123 213
3 124 400
3 125 382
3 126 328
3 127 429
3 128 173
3 129 444
3 130 458
3 131 237
3 132 127
3 133 277
3 134 209
3 135 426
3 136 109
3 137 165
3 138 328
3 139 337
3 140 337
3 141 111
3 142 131
3 143 111
3 144 401
3 145 333
3 146 407
3 147 195
3 148 418
3 149 156
3 150 289
3 151 99
3 152 40
3 153 301
3 154 40
3 155 268
3 156 201
3 157 169
3 158 318
3 159 194
3 160 371
3 161 213
3 162 353
3 163 349
3 164 198
3 165 35
3 166 314
3 167 285
3 168 320
3 169 402
3 170 252
3 171 254
3 172 349
3 173 463
3 174 312
3 175 260
3 176 306
3 177 91
3 178 281
3 179 278
3 180 342
3 181 378
3 182 258
3 183 144
3 184 436
3 185 448
3 186 41
3 187 399
3 188 280
3 189 313
3 190 344
3 191 147
3 192 138
3 193 106
3 194 165
3 195 235
3 196 21
3 197 349
3 198 222
3 199 56
3 200 149
3 201 373
3 202 306
3 203 184
3 204 162
3 205 353
3 206 331
3 207 402
3 208 303
3 209 129
3 210 374
3 211 274
3 212 23
3 213 62
3 214 119
3 215 413
3 216 216
3 217 129
3 218 199
3 219 274
3 220 348
3 221 310
3 222 176
3 223 250
3 224 250
3 225 108
3 226 360
3 227 243
3 228 171
3 229 147
3 230 331
3 231 271
3 232 97
3 233 318
3 234 394
3 235 290
3 236 268
3 237 201
3 238 455
3 239 387
3 240 249
3 241 215
3 242 325
3 243 170
3 244 286
3 245 160
3 246 168
3 247 316
3 248 96
3 249 390
3 250 210
3 251 125
3 252 395
3 253 291
3 254 316
3 255 146
3 256 362
3 257 138
3 258 243
3 259 400
3 260 49
3 261 448
3 262 415
3 263 413
3 264 97
3 265 394
3 266 226
3 267 65
3 268 419
3 269 125
3 270 165
3 271 309
3 272 35
3 273 178
3 274 381
3 275 218
3 276 198
3 277 210
3 278 343
3 279 284
3 280 128
3 281 268
3 282 405
3 283 157
3 284 437
3 285 233
3 286 276
3 287 301
3 288 313
3 289 418
3 290 174
3 291 204
3 292 381
3 293 170
3 294 381
3 295 312
3 296 296
3 297 206
3 298 338
3 299 162
3 300 261
4 5 399
4 6 111
4 7 91
4 8 291
4 9 12
4 10 208
4 11 479
4 12 282
4 13 181
4 14 166
4 15 102
4 16 164
4 17 123
4 18 172
4 19 114
4 20 346
4 21 371
4 22 435
4 23 316
4 24 130
4 25 154
4 26 306
4 27 344
4 28 373
4 29 401
4 30 265
4 31 405
4 32 401
4 33 253
4 34 184
4 35 226
4 36 286
4 37 180
4 38 111
4 39 325
4 40 140
4 41 218
4 42 311
4 43 201
4 44 68
4 45 159
4 46 222
4 47 477
4 48 362
4 49 427
4 50 151
4 51 423
4 52 315
4 53 148
4 54 406
4 55 154
4 56 296
4 57 191
4 58 168
4 59 114
4 60 265
4 61 408
4 62 150
4 63 135
4 64 371
4 65 201
4 66 212
4 67 152
4 68 90
4 69 213
4 70 258
4 71 88
4 72 153
4 73 453
4 74 348
4 75 394
4 76 112
4 77 371
4 78 342
4 79 267
4 80 205
4 81 112
4 82 473
4 83 362
4 84 451
4 85 177
4 86 251
4 87 225
4 88 377
4 89 146
4 90 310
4 91 426
4 92 547
4 93 343
4 94 108
4 95 194
4 96 175
4 97 289
4 98 164
4 99 367
4 100 261
4 101 134
4 102 417
4 103 453
4 104 504
4 105 363
4 106 397
4 107 412
4 108 329
4 109 318
4 110 291
4 111 240
4 112 276
4 113 145
4 114 232
4 115 296
4 116 189
4 117 485
4 118 203
4 119 135
4 120 363
4 121 479
4 122 169
4 123 14
4 124 346
4 125 193
4 126 476
4 127 260
4 128 341
4 129 558
4 130 312
4 131 317
4 132 186
4 133 191
4 134 373
4 135 316
4 136 318
4 137 58
4 138 289
4 139 360
4 140 295
4 141 294
4 142 252
4 143 118
4 144 531
4 145 450
4 146 339
4 147 395
4 148 521
4 149 334
4 150 243
4 151 120
4 152 206
4 153 448
4 154 253
4 155 475
4 156 404
4 157 380
4 158 240
4 159 405
4 160 242
4 161 58
4 162 497
4 163 181
4 164 364
4 165 218
4 166 104
4 167 106
4 168 228
4 169 284
4 170 134
4 171 135
4 172 344
4 173 329
4 174 140
4 175 256
4 176 452
4 177 201
4 178 476
4 179 473
4 180 169
4 181 471
4 182 434
4 183 169
4 184 336
4 185 277
4 186 213
4 187 434
4 188 264
4 189 277
4 190 389
4 191 299
4 192 214
4 193 161
4 194 373
4 195 64
4 196 200
4 197 139
4 198 431
4 199 188
4 200 161
4 201 163
4 202 293
4 203 395
4 204 50
4 205 143
4 206 121
4 207 270
4 208 328
4 209 238
4 210 440
4 211 130
4 212 227
4 213 175
4 214 94
4 215 518
4 216 426
4 217 306
4 218 350
4 219 359
4 220 489
4 221 370
4 222 45
4 223 369
4 224 429
4 225 164
4 226 429
4 227 251
4 228 93
4 229 270
4 230 478
4 231 416
4 232 153
4 233 491
4 234 357
4 235 442
4 236 75
4 237 55
4 238 299
4 239 502
4 240 274
4 241 408
4 242 114
4 243 165
4 244 109
4 245 109
4 246 295
4 247 460
4 248 238
4 249 404
4 250 195
4 251 155
4 252 345
4 253 402
4 254 322
4 255 146
4 256 148
4 257 352
4 258 274
4 259 475
4 260 243
4 261 275
4 262 291
4 263 262
4 264 150
4 265 343
4 266 379
4 267 228
4 268 532
4 269 334
4 270 50
4 271 179
4 272 209
4 273 89
4 274 178
4 275 266
4 276 111
4 277 389
4 278 145
4 279 266
4 280 199
4 281 204
4 282 299
4 283 75
4 284 254
4 285 325
4 286 475
4 287 92
4 288 428
4 289 497
4 290 112
4 291 220
4 292 446
4 293 150
4 294 226
4 295 480
4 296 126
4 297 135
4 298 368
4 299 309
4 300 114
5 6 358
5 7 309
5 8 127
5 9 388
5 10 196
5 11 352
5 12 183
5 13 396
5 14 387
5 15 383
5 16 235
5 17 309
5 18 279
5 19 447
5 20 182
5 21 36
5 22 406
5 23 134
5 24 423
5 25 445
5 26 103
5 27 396
5 28 103
5 29 365
5 30 232
5 31 259
5 32 19
5 33 293
5 34 269
5 35 262
5 36 154
5 37 337
5 38 365
5 39 183
5 40 259
5 41 190
5 42 306
5 43 202
5 44 343
5 45 352
5 46 177
5 47 390
5 48 85
5 49 61
5 50 460
5 51 245
5 52 110
5 53 409
5 54 408
5 55 551
5 56 242
5 57 397
5 58 255
5 59 308
5 60 154
5 61 61
5 62 434
5 63 535
5 64 100
5 65 227
5 66 199
5 67 395
5 68 485
5 69 219
5 70 373
5 71 311
5 72 490
5 73 323
5 74 396
5 75 136
5 76 396
5 77 346
5 78 262
5 79 309
5 80 205
5 81 383
5 82 294
5 83 54
5 84 56
5 85 349
5 86 342
5 87 410
5 88 338
5 89 501
5 90 300
5 91 179
5 92 148
5 93 101
5 94 494
5 95 243
5 96 438
5 97 252
5 98 237
5 99 99
5 100 138
5 101 491
5 102 393
5 103 132
5 104 110
5 105 142
5 106 282
5 107 191
5 108 101
5 109 324
5 110 115
5 111 313
5 112 310
5 113 493
5 114 437
5 115 319
5 116 405
5 117 419
5 118 427
5 119 370
5 120 37
5 121 260
5 122 288
5 123 387
5 124 213
5 125 426
5 126 170
5 127 410
5 128 204
5 129 171
5 130 386
5 131 94
5 132 232
5 133 254
5 134 190
5 135 309
5 136 307
5 137 400
5 138 180
5 139 79
5 140 183
5 141 249
5 142 200
5 143 309
5 144 168
5 145 100
5 146 236
5 147 281
5 148 129
5 149 225
5 150 196
5 151 323
5 152 293
5 153 156
5 154 327
5 155 340
5 156 299
5 157 396
5 158 236
5 159 343
5 160 319
5 161 348
5 162 170
5 163 581
5 164 197
5 165 295
5 166 486
5 167 370
5 168 256
5 169 313
5 170 298
5 171 518
5 172 126
5 173 367
5 174 367
5 175 155
5 176 156
5 177 249
5 178 295
5 179 292
5 180 569
5 181 78
5 182 222
5 183 237
5 184 298
5 185 427
5 186 290
5 187 80
5 188 159
5 189 177
5 190 41
5 191 198
5 192 207
5 193 265
5 194 309
5 195 358
5 196 315
5 197 463
5 198 338
5 199 287
5 200 456
5 201 475
5 202 145
5 203 404
5 204 377
5 205 463
5 206 497
5 207 335
5 208 88
5 209 203
5 210 43
5 211 326
5 212 312
5 213 380
5 214 351
5 215 129
5 216 347
5 217 234
5 218 171
5 219 58
5 220 160
5 221 30
5 222 358
5 223 106
5 224 230
5 225 262
5 226 30
5 227 153
5 228 437
5 229 184
5 230 169
5 231 147
5 232 403
5 233 233
5 234 185
5 235 168
5 236 475
5 237 346
5 238 401
5 239 128
5 240 127
5 241 263
5 242 454
5 243 235
5 244 509
5 245 292
5 246 167
5 247 156
5 248 234
5 249 103
5 250 206
5 251 259
5 252 204
5 253 81
5 254 112
5 255 259
5 256 497
5 257 352
5 258 126
5 259 75
5 260 373
5 261 431
5 262 326
5 263 371
5 264 401
5 265 206
5 266 166
5 267 265
5 268 148
5 269 311
5 270 363
5 271 310
5 272 366
5 273 439
5 274 457
5 275 134
5 276 291
5 277 223
5 278 538
5 279 160
5 280 223
5 281 228
5 282 296
5 283 330
5 284 443
5 285 98
5 286 305
5 287 427
5 288 88
5 289 97
5 290 452
5 291 179
5 292 50
5 293 469
5 294 365
5 295 217
5 296 526
5 297 269
5 298 67
5 299 185
5 300 330
6 7 92
6 8 278
6 9 103
6 10 164
6 11 372
6 12 203
6 13 79
6 14 62
6 15 196
6 16 142
6 17 50
6 18 216
6 19 224
6 20 261
6 21 338
6 22 324
6 23 312
6 24 66
6 25 91
6 26 284
6 27 417
6 28 361
6 29 290
6 30 295
6 31 305
6 32 354
6 33 147
6 34 97
6 35 130
6 36 217
6 37 69
6 38 6
6 39 339
6 40 128
6 41 168
6 42 364
6 43 190
6 44 61
6 45 238
6 46 192
6 47 367
6 48 301
6 49 370
6 50 103
6 51 326
6 52 300
6 53 247
6 54 295
6 55 213
6 56 199
6 57 282
6 58 102
6 59 162
6 60 258
6 61 350
6 62 255
6 63 220
6 64 305
6 65 132
6 66 158
6 67 246
6 68 152
6 69 229
6 70 147
6 71 101
6 72 265
6 73 348
6 74 236
6 75 318
6 76 37
6 77 261
6 78 380
6 79 159
6 80 204
6 81 206
6 82 372
6 83 311
6 84 402
6 85 254
6 86 140
6 87 122
6 88 268
6 89 257
6 90 203
6 91 342
6 92 496
6 93 329
6 94 150
6 95 118
6 96 278
6 97 189
6 98 133
6 99 301
6 100 227
6 101 245
6 102 306
6 103 381
6 104 450
6 105 287
6 106 293
6 107 325
6 108 270
6 109 376
6 110 269
6 111 131
6 112 167
6 113 256
6 114 329
6 115 187
6 116 89
6 117 374
6 118 301
6 119 223
6 120 327
6 121 384
6 122 218
6 123 113
6 124 369
6 125 291
6 126 398
6 127 348
6 128 250
6 129 498
6 130 387
6 131 266
6 132 125
6 133 223
6 134 285
6 135 369
6 136 210
6 137 64
6 138 300
6 139 341
6 140 308
6 141 195
6 142 175
6 143 52
6 144 463
6 145 386
6 146 370
6 147 291
6 148 466
6 149 239
6 150 255
6 151 35
6 152 103
6 153 370
6 154 143
6 155 369
6 156 299
6 157 268
6 158 271
6 159 296
6 160 305
6 161 123
6 162 421
6 163 255
6 164 275
6 165 113
6 166 211
6 167 195
6 168 266
6 169 341
6 170 182
6 171 169
6 172 339
6 173 397
6 174 226
6 175 244
6 176 374
6 177 118
6 178 375
6 179 373
6 180 247
6 181 420
6 182 342
6 183 124
6 184 384
6 185 366
6 186 110
6 187 411
6 188 260
6 189 285
6 190 360
6 191 213
6 192 151
6 193 92
6 194 266
6 195 144
6 196 92
6 197 250
6 198 323
6 199 90
6 200 103
6 201 273
6 202 289
6 203 284
6 204 60
6 205 254
6 206 229
6 207 336
6 208 305
6 209 164
6 210 402
6 211 196
6 212 119
6 213 68
6 214 22
6 215 462
6 216 318
6 217 210
6 218 267
6 219 308
6 220 414
6 221 332
6 222 79
6 223 302
6 224 336
6 225 96
6 226 388
6 227 232
6 228 83
6 229 194
6 230 400
6 231 338
6 232 61
6 233 401
6 234 370
6 235 361
6 236 167
6 237 110
6 238 379
6 239 441
6 240 247
6 241 308
6 242 225
6 243 138
6 244 188
6 245 96
6 246 219
6 247 383
6 248 150
6 249 392
6 250 182
6 251 100
6 252 366
6 253 340
6 254 310
6 255 109
6 256 260
6 257 241
6 258 244
6 259 433
6 260 132
6 261 365
6 262 352
6 263 339
6 264 58
6 265 364
6 266 296
6 267 130
6 268 472
6 269 226
6 270 66
6 271 239
6 272 98
6 273 87
6 274 284
6 275 226
6 276 131
6 277 295
6 278 242
6 279 263
6 280 135
6 281 223
6 282 350
6 283 71
6 284 350
6 285 268
6 286 372
6 287 201
6 288 365
6 289 453
6 290 94
6 291 192
6 292 408
6 293 111
6 294 304
6 295 392
6 296 200
6 297 147
6 298 346
6 299 225
6 300 180
7 8 206
7 9 79
7 10 116
7 11 411
7 12 196
7 13 170
7 14 153
7 15 126
7 16 73
7 17 61
7 18 123
7 19 174
7 20 261
7 21 282
7 22 383
7 23 236
7 24 151
7 25 178
7 26 219
7 27 327
7 28 290
7 29 344
7 30 206
7 31 329
7 32 309
7 33 191
7 34 111
7 35 154
7 36 196
7 37 138
7 38 97
7 39 255
7 40 50
7 41 127
7 42 271
7 43 115
7 44 40
7 45 152
7 46 131
7 47 416
7 48 270
7 49 335
7 50 185
7 51 344
7 52 230
7 53 175
7 54 359
7 55 242
7 56 221
7 57 202
7 58 84
7 59 72
7 60 182
7 61 316
7 62 190
7 63 227
7 64 280
7 65 115
7 66 122
7 67 171
7 68 176
7 69 142
7 70 222
7 71 10
7 72 220
7 73 383
7 74 306
7 75 304
7 76 121
7 77 314
7 78 290
7 79 210
7 80 124
7 81 133
7 82 397
7 83 271
7 84 359
7 85 167
7 86 206
7 87 210
7 88 317
7 89 220
7 90 247
7 91 339
7 92 455
7 93 259
7 94 187
7 95 112
7 96 209
7 97 215
7 98 72
7 99 276
7 100 170
7 101 208
7 102 365
7 103 362
7 104 412
7 105 275
7 106 324
7 107 327
7 108 238
7 109 283
7 110 204
7 111 185
7 112 218
7 113 216
7 114 251
7 115 239
7 116 180
7 117 428
7 118 225
7 119 143
7 120 273
7 121 398
7 122 126
7 123 81
7 124 282
7 125 216
7 126 387
7 127 263
7 128 259
7 129 466
7 130 297
7 131 226
7 132 98
7 133 131
7 134 289
7 135 277
7 136 256
7 137 98
7 138 216
7 139 274
7 140 224
7 141 220
7 142 167
7 143 55
7 144 440
7 145 359
7 146 281
7 147 322
7 148 429
7 149 255
7 150 170
7 151 70
7 152 144
7 153 359
7 154 202
7 155 405
7 156 334
7 157 333
7 158 181
7 159 343
7 160 213
7 161 54
7 162 407
7 163 272
7 164 281
7 165 157
7 166 189
7 167 120
7 168 175
7 169 249
7 170 90
7 171 213
7 172 264
7 173 305
7 174 145
7 175 171
7 176 363
7 177 121
7 178 399
7 179 396
7 180 261
7 181 380
7 182 352
7 183 79
7 184 292
7 185 282
7 186 150
7 187 348
7 188 183
7 189 203
7 190 301
7 191 216
7 192 125
7 193 80
7 194 307
7 195 75
7 196 147
7 197 198
7 198 366
7 199 122
7 200 189
7 201 218
7 202 213
7 203 348
7 204 73
7 205 200
7 206 204
7 207 244
7 208 241
7 209 151
7 210 350
7 211 108
7 212 172
7 213 157
7 214 71
7 215 426
7 216 363
7 217 229
7 218 264
7 219 267
7 220 398
7 221 280
7 222 49
7 223 279
7 224 348
7 225 82
7 226 338
7 227 163
7 228 141
7 229 183
7 230 389
7 231 327
7 232 153
7 233 406
7 234 287
7 235 354
7 236 167
7 237 45
7 238 291
7 239 411
7 240 185
7 241 332
7 242 178
7 243 73
7 244 200
7 245 17
7 246 207
7 247 371
7 248 159
7 249 322
7 250 108
7 251 69
7 252 279
7 253 311
7 254 238
7 255 55
7 256 220
7 257 298
7 258 184
7 259 384
7 260 210
7 261 282
7 262 260
7 263 250
7 264 150
7 265 277
7 266 292
7 267 157
7 268 440
7 269 272
7 270 56
7 271 148
7 272 178
7 273 142
7 274 220
7 275 175
7 276 38
7 277 309
7 278 236
7 279 185
7 280 111
7 281 135
7 282 258
7 283 25
7 284 270
7 285 234
7 286 400
7 287 150
7 288 336
7 289 406
7 290 160
7 291 130
7 292 356
7 293 190
7 294 216
7 295 394
7 296 217
7 297 58
7 298 282
7 299 224
7 300 94
8 9 280
8 10 121
8 11 405
8 12 175
8 13 335
8 14 322
8 15 260
8 16 136
8 17 227
8 18 153
8 19 324
8 20 216
8 21 92
8 22 430
8 23 39
8 24 344
8 25 369
8 26 26
8 27 285
8 28 84
8 29 386
8 30 111
8 31 307
8 32 138
8 33 268
8 34 211
8 35 224
8 36 146
8 37 280
8 38 284
8 39 89
8 40 156
8 41 123
8 42 195
8 43 91
8 44 245
8 45 224
8 46 86
8 47 433
8 48 146
8 49 179
8 50 381
8 51 304
8 52 23
8 53 283
8 54 422
8 55 446
8 56 241
8 57 269
8 58 182
8 59 188
8 60 27
8 61 167
8 62 307
8 63 423
8 64 167
8 65 168
8 66 134
8 67 268
8 68 380
8 69 92
8 70 340
8 71 206
8 72 366
8 73 374
8 74 391
8 75 208
8 76 314
8 77 360
8 78 167
8 79 288
8 80 86
8 81 258
8 82 361
8 83 121
8 84 183
8 85 221
8 86 312
8 87 362
8 88 357
8 89 378
8 90 298
8 91 257
8 92 273
8 93 52
8 94 394
8 95 184
8 96 310
8 97 246
8 98 144
8 99 162
8 100 64
8 101 368
8 102 413
8 103 237
8 104 238
8 105 194
8 106 320
8 107 258
8 108 129
8 109 213
8 110 23
8 111 280
8 112 293
8 113 369
8 114 310
8 115 309
8 116 346
8 117 457
8 118 299
8 119 243
8 120 91
8 121 338
8 122 161
8 123 277
8 124 127
8 125 298
8 126 273
8 127 286
8 128 232
8 129 299
8 130 269
8 131 103
8 132 163
8 133 127
8 134 238
8 135 200
8 136 307
8 137 305
8 138 64
8 139 69
8 140 71
8 141 246
8 142 172
8 143 225
8 144 292
8 145 215
8 146 143
8 147 319
8 148 256
8 149 246
8 150 69
8 151 243
8 152 247
8 153 251
8 154 299
8 155 395
8 156 337
8 157 403
8 158 111
8 159 371
8 160 195
8 161 235
8 162 282
8 163 470
8 164 239
8 165 254
8 166 368
8 167 246
8 168 130
8 169 196
8 170 175
8 171 419
8 172 63
8 173 255
8 174 240
8 175 35
8 176 253
8 177 195
8 178 362
8 179 359
8 180 457
8 181 206
8 182 292
8 183 154
8 184 196
8 185 303
8 186 247
8 187 143
8 188 31
8 189 55
8 190 103
8 191 202
8 192 149
8 193 192
8 194 332
8 195 241
8 196 266
8 197 338
8 198 377
8 199 232
8 200 381
8 201 349
8 202 27
8 203 415
8 204 279
8 205 338
8 206 378
8 207 214
8 208 40
8 209 165
8 210 160
8 211 201
8 212 274
8 213 319
8 214 264
8 215 256
8 216 382
8 217 238
8 218 209
8 219 121
8 220 272
8 221 98
8 222 255
8 223 170
8 224 296
8 225 189
8 226 151
8 227 45
8 228 346
8 229 167
8 230 274
8 231 229
8 232 333
8 233 323
8 234 112
8 235 257
8 236 364
8 237 236
8 238 282
8 239 253
8 240 40
8 241 311
8 242 331
8 243 139
8 244 400
8 245 192
8 246 168
8 247 257
8 248 202
8 249 115
8 250 98
8 251 179
8 252 119
8 253 176
8 254 32
8 255 168
8 256 373
8 257 357
8 258 48
8 259 195
8 260 335
8 261 307
8 262 210
8 263 248
8 264 330
8 265 120
8 266 222
8 267 229
